# {"t_start": 1591428119.561635, "env_id": "Block2D-v1"} 
r,l,t
-1.671825,43,382.384719
2.612356,40,382.426926
5.97095,37,382.490647
-0.852985,41,382.53393
-1.881993,40,382.574514
-6.963325,47,382.656256
-2.387041,43,382.700153
1.238066,40,382.741985
-6.553819,46,382.808917
-1.326089,43,382.968011
4.583354,37,383.005547
-3.084437,43,383.050513
1.562172,39,383.116026
-2.903898,43,383.160945
-5.133769,44,383.206919
5.41429,36,383.267941
2.623866,38,383.30659
2.774261,39,383.34651
-48.963696,78,383.469783
-61.582513,93,383.649872
-3.061613,43,383.712363
-59.250629,85,383.822034
4.609549,37,383.85972
1.692285,38,383.925898
3.31999,38,383.964221
6.390145,36,384.000808
5.333352,37,384.038298
7.378111,36,384.076712
-69.342595,97,384.183104
1.424967,42,384.24506
-55.93848,84,384.337878
3.55939,38,384.399981
-63.165162,92,384.500648
2.255185,38,384.559647
7.835782,35,384.595499
5.232105,37,384.633087
1.927931,39,384.672633
-76.147047,101,384.787481
1.670636,40,384.829211
1.201608,39,384.878251
2.675656,38,384.91717
2.489993,39,384.957636
-0.05691,40,385.033317
-59.19751,86,385.128055
-3.164644,43,385.195724
-0.691537,43,385.241981
6.248352,37,385.279936
6.30553,36,385.342468
-69.343161,97,385.452431
1.868131,39,385.509254
1.50622,39,385.549314
0.512044,42,385.592811
-1.154182,41,385.664248
5.907532,37,385.834998
-61.397145,90,385.942572
0.504231,40,386.006053
1.749004,39,386.046004
2.410884,40,386.087038
-0.750247,40,386.157494
-80.622513,104,386.272309
-0.224184,38,386.317372
5.435481,37,386.354917
-80.625139,107,386.555897
-0.042813,41,386.599135
1.889253,38,386.639005
5.961904,37,386.677122
1.15752,40,386.797868
6.256982,36,386.834162
-110.034017,128,387.055596
2.154103,40,387.118608
-0.0083,41,387.160112
0.490916,40,387.200988
3.662538,39,387.2686
4.001925,37,387.306129
6.102314,37,387.343601
0.979491,41,387.42346
1.612487,39,387.462109
1.335617,41,387.504845
3.029416,38,387.571993
5.499944,37,387.608978
-0.176125,41,387.650781
-4.32739,45,387.731102
6.482924,35,387.766444
2.995191,39,387.881018
-75.852335,103,388.015219
-67.390688,97,388.129583
-2.775492,44,388.175867
2.710657,38,388.223413
1.123016,39,388.262995
1.192406,39,388.303311
-0.759594,43,388.382114
0.086145,40,388.422666
-75.445736,101,388.605105
0.709228,38,388.643224
-2.984649,44,388.699814
2.40942,39,388.740694
2.778513,38,388.851295
-64.383738,92,388.952876
-5.75846,47,389.021729
1.308397,39,389.061277
2.383196,39,389.169143
-1.900358,42,389.212483
2.373346,40,389.3276
-79.93136,106,389.583201
1.833687,39,389.622989
-3.391971,43,389.672228
2.086401,38,389.710022
-1.777935,43,389.754406
4.770441,37,389.81676
-0.254969,41,389.858527
1.434634,39,389.89795
-83.71467,108,390.048534
6.223787,36,390.147608
-69.785785,96,390.251624
3.805938,37,390.306019
4.82709,38,390.3441
2.532181,39,390.383359
0.030368,40,412.006486
4.812672,38,412.04696
1.785116,38,412.08743
2.571528,38,412.15979
-52.822156,84,412.251711
1.010329,40,412.319586
-0.620232,41,412.361749
4.658835,37,412.39906
0.471513,41,412.473147
4.467276,39,412.513764
-53.77423,83,412.682087
-59.594605,87,412.854908
3.130885,38,412.893855
6.042544,37,412.955608
2.099307,39,412.995947
1.478228,39,413.036039
1.134358,40,413.111897
2.424382,38,413.150355
4.847779,38,413.189343
7.87905,35,413.260406
-60.350975,90,413.358647
3.167182,38,413.42234
1.220078,39,413.460715
3.739752,37,413.497946
-95.581302,119,413.667951
-47.382215,79,413.784504
1.956965,38,413.822535
-1.180483,40,413.894637
-2.275561,43,413.939422
-1.091108,42,413.983145
